Selection,Max,Length
FOSWDRARO,FORWARDS,8
ETTAUKCLE,LETTUCE,7
VOEPUNODC,COUPONED,8
NNIVAPOGL,PANGOLIN,8
AMETSETEO,MEETEST/METATES/STOMATE,7
DAGROIEPK,GARPIKE/GEOPARK/PODGIER,7
TEIDSMUKL,MUSTELID,8
ECTCRTAIO,CORTICATE,9
XOHQFIAEM,AXIOM/FOXIE/HOMIE/MAHOE/MOXIE,5
SEBCIENNW,BENNIES/INCENSE/NEWBIES,7
TYIUAENRP,PAINTER/PERTAIN/PETUNIA/PURITAN/REPAINT/TAURINE/TURNIPY/UNITARY/URINATE,7
AHUGULTRO,TURLOUGH,8
UEIZORLST,OUTLIERS,8
NVMHOAMOU,HUMAN/UMMAH,5
SATIREOSR,ASSERTOR/OSTERIAS/RESISTOR/ROASTERS/ROASTIES/ROISTERS/ROSARIES/ROTARIES/SORRIEST/TARSIERS,8
ATCPUGDIE,AUGITE/DACITE/DEPICT/DUGITE/TEACUP/UPDATE,6
IFOUMDRNB,MORIBUND,8
ATACELDFU,ADULATE/CAUDATE/DEFAULT/FACTUAL/FACULAE/FALCATE/FAULTED,7
MSHOEIKEG,GEEKISH,7
RPDIWALRA,RADIAL,6
TJBUEASSS,BASSETS/SUBSETS,7
DNTTAOIEX,ANTIDOTE/TETANOID,8
GZCEMIIGR,CRIME/GRIME/ICIER/MERCI,5
IDEOLERYW,LOWERED/ROWDILY/WEIRDLY/WIELDER/WORDILY/WORLDIE/YIELDER,7
AOBFMSINA,ANOSMIA,7
OPLENIROG,GLOOPIER,8
UERIPLSZB,BRUISE/BURIES/BUSIER/LISPER/PERILS/PILEUS/PLIERS/PRIZES/PULSER/RUBIES/RUBLES/SUPERB/UPRISE/UPSIZE,6
LSIACTOAX,ASOCIAL/COASTAL/COAXIAL/SALACOT/SOLATIA/STOICAL,7
HENGNROAL,HALOGEN/LEGHORN,7
UAJRMESOS,MESOSAUR,8
ADIARBTMA,BARMAID,7
ETNQPAIDU,ANTIQUED,8
EGDSOETRO,OERSTED/ROOSTED/STOOGED/TEREDOS/TODGERS,7
OEPTITOTM,TIPTOE/TOMTIT,6
ARTTEIALD,DETRITAL,8
OREOSXEFN,FEROXES,7
AEPECMSTA,MEATSPACE,9
ORIIGRLIQ,RIGOR,5
SWAUEDTFU,DEFATS/ESTUFA/FASTED/SAUTED/WAFTED/WASTED,6
MAIOCEDTW,DEMOTIC/MIAOWED,7
EBLTENUVU,ELUENT/TUBULE/UNBELT/VENULE,6
GAAOIPMSN,ANGIOMAS/PAGANISM,8
KFURYOUOU,FROYO,5
OAIPULMES,AMPOULES,8
EVNTIGSAU,SAUTEING/VINTAGES,8
SDEIRRNAN,DRAINERS/SERRANID,8
TOAEEDHDR,DEHORTED/THREADED,8
ZOPAERITN,PATRONIZE,9
RTOEAAEHN,ANOTHER/ATHANOR/EARTHEN/HEARTEN/HETAERA/THEREON,7
DIECLSSBI,BLISSED,7
RGKACDWOE,CORDAGE/CORKAGE/CROAKED/DOCKAGE/DOWAGER/WORDAGE/WRACKED,7
OFUSTETBQ,BOTTES/BUTEOS/BUTTES/FOETUS/FOUEST/OBTUSE/OUTEST/OUTSET/QUOTES/TOQUES,6
MDTEEATXE,MATTED/METATE/TEAMED/TEEMED/TEXTED,6
TEZEEHTCA,THECATE,7
OTIRAAODG,GORDITA,7
SIORWEILL,LOWLIER/ROLLIES/SILLIER/SWILLER/SWOLLER/WILLIES,7
AYOLXCTIT,CATTILY/TACITLY,7
DDDSINEUA,ADDENDS/DADDIES/DANDIES/UNAIDED,7
IEPPONUGR,OPPUGNER,8
AEEMTHPVO,APOTHEM,7
ERUENDSGE,RENEGUED/RENEGUES,8
PDMSISKAI,PASSIM/SADISM/SKIMPS,6
TLEAOLURE,AUREOLE/REALLOT/TORULAE,7
AFNEASVGI,VAGINAE/VAGINAS,7
EORABHRSI,BARRIOS/BEARISH/BRASHER/HARRIES/HOARIER/HOARSER/HORSIER,7
IUTIMPABE,BITMAP/IMPUTE/TIBIAE/UPBEAT/UPTIME,6
DHTBUADAO,AOUDAD,6
IBIPCOETX,BIOPIC/BIOTIC/EXOTIC/ICEBOX/POETIC,6
SDZTIERUA,DEUTZIAS,8
NKLTIIROE,IRONLIKE/TINKLIER,8
UGNTSEEDA,ENDGATES/NUTSEDGE/UNSEATED,8
RSACLPUEN,PURSLANE/SPECULAR/SUPERNAL,8
OMAREEWNR,EARWORM,7
CTXDIOUAS,DOXASTIC,8
DTNCOEEGR,CENTRED/CORTEGE/ENCODER/ENCORED,7
EUIADSOLL,ALLUDES/ALUDELS/DALLIES/DOLLIES/DUALISE/DUELLOS/ILLUDES/SALLIED/SULLIED,7
USVOAOFPS,SPOOFS,6
AEISJDBOL,ALBEDOS/BALDIES/BOLIDES/DISABLE/JALEBIS/OBELIAS,7
KPIIGGEAH,KIPAH/PHAGE,5
EOARORRCS,COARSER/ROARERS,7
BPEREIWSN,NEWBIES/NEWSIER/REPINES/WIENERS,7
APLAROTYG,PARALOGY,8
ENTEKTUTM,KENTE/NEUME/TENET/TUTEE/UNMET,5
GCERAEJFS,JAEGERS/REFACES/SERFAGE,7
EXSORRTEU,EXTRORSE/REROUTES,8
SVOIOEDAR,AVOIDERS,8
MSTERIIPI,IMPREST/MISTIER/PERMITS/PIETISM/PISMIRE/PRIMEST/RIMIEST/TIPSIER,7
RUMGAOTEW,GOURMET/MUGWORT/OUTGREW/OUTRAGE/OUTWEAR,7
SGLPEOKOU,GOSPEL/KLUGES/KUGELS/LOOKUP/LOUPES/PLOOKS/PLUKES/POGOES/SPOOGE,6
ELESGNUED,DELUGES/GULDENS/LEGENDS/NEEDLES,7
TRNEBDASI,ANTBIRDS/BANDIEST/BANISTER/BARTENDS/BRANDIES/DETRAINS/RANDIEST/STRAINED/TRIBADES,8
SQUOUTONS,NUTSOS/SNOOTS/SNOUTS,6
ATBIZPHAD,ABAHT/ADAPT/APHID/BAIZA/DAITH/DHABA/HABIT,5
VSREIIUNI,INSURE/INURES/INVERS/NURSIE/URSINE/VERSIN,6
GSONARATI,GRANITAS/ORGANIST/ROASTING,8
CNAAMERDJ,JEMADAR,7
IISEZFNUR,UNIFIERS,8
PIESOONDD,ENDOPODS/POISONED,8
TOEBUASHX,HATBOXES,8
SBTIERPAO,PASTORIE/PROBATES/SEPTORIA,8
LMGKERUAE,LEAGUER/REMUAGE,7
TTIORLOLA,LITTORAL/ROTOTILL/TORTILLA,8
EEWDPMHIE,IMPEDE/PEEDIE/WEEPIE/WIMPED,6
GEIWAIMEM,GEMMAE,6
OAESFODSA,SEAFOOD,7
ROITTAGAW,AGITATOR,8
EEDVUNELR,UNREELED,8
TUDONZOFI,DONUT/FONDU/FOUND/FOUNT/FUNDI/FUTON/OOTID/OUTDO/TONDI/TONDO/UNFIT/ZOOID,5
DAAEVLSRO,AASVOEL/LOADERS/ORDEALS/RELOADS,7
TUOGERSUT,GURTEST/GUTTERS/OUTSERT/ROGUEST/ROUGETS/STOUTER/SURTOUT/TOUTERS,7
OENARUNNI,REUNION,7
OGLAEDBEM,BEAGLED/BELDAME/GAMBLED/GLEAMED,7
XNERAOKHI,HANKER/HANKIE/HARKEN/HERNIA/HEROIN/HOAXER/HOKIER/HONKER/OAKIER/OREXIN,6
OISTSLAPZ,TOPSAILS,8
NCAEETUNS,CANTEENS,8
ANFOFIOFX,AFFIX/AXION,5
TEGGYUGSO,GOUGES/GUYOTS,6
DMERUAATL,ADULATE/ALARMED/AMATEUR/MATURED/RADULAE,7
TIISERWOP,RIPOSTE/ROPIEST/TIPSIER/WIRIEST/WISPIER,7
INTIEKALO,KAOLINITE,9
VDOCHOBIE,BODICE/BOODIE/DOOBIE/HOODIE/VOICED,6
IDRLIEASM,IDEALISM/MILADIES,8
ETQLRAOIU,QUARTILE/REQUITAL,8
IEMTLSFOA,FLAMIEST/FLOATIES/FOAMIEST/FOLIATES/LOAMIEST,8
LAPQDENCA,CANDELA/DECANAL,7
NKEEOSIEB,EBONIES/EBONISE,7
AACSNUUIG,CAUSING/IGUANAS/SAUCING,7
EADTPDUTD,UPDATED,7
ROETOERNW,REWROTE,7
OAIATDSFE,FOISTED/IODATES/STIFADO/TOADIES,7
OEWPRRISE,PREWIRES,8
OZTNBROLI,BLINTZ/BONITO/BORZOI/LOTION,6
TNLIESRVU,INSULTER/LUSTRINE/RIVULETS/UNRIVETS/VENTURIS/VIRULENT,8
IEXRSKNNA,SKINNER/SNAKIER,7
UASPUENSF,ANUSES/ASPENS/PAUSES/SNAFUS/SUNUPS/UNSAFE/UPASES,6
IGOBGYITE,BIGGETY/BIGGITY,7
ERBMTOEED,METERED,7
RAENRTIJO,ANTERIOR,8
ASSULSAHC,ACUSHLAS,8
DDEKTAOIL,DELTOID/DILATED/TOADIED,7
DSNASOEMU,OSMUNDAS,8
WNGOELETP,TELOGEN,7
EQETPINML,LENITE/LEPTIN/LIMPET/PELITE/PELMET/PENILE/PIEMEN/PINTLE/PITMEN/TEMPLE,6
NETIDIOTO,EDITION,7
SIEAPARSO,SPIRAEAS,8
ISSATAELW,ALIASES/ATLASES/SALTIES/WASSAIL/WITLESS,7
OIRPGULMR,PRURIGO,7
OMENEBLAE,BONEMEAL,8
TQAIOYREN,NITERY/NORITE/NOTARY/OATIER/ORIENT/ORNATE/QINTAR/RATION/RETAIN/RETINA/TONIER,6
WEITDEUNR,REUNITED/WINTERED,8
ELADIOMSG,GLADSOME,8
FENUCASRX,FURNACES,8
OSCOSFTGI,COGITOS,7
EAEYURFEJ,FAERY/FAYRE/FEYER/JEERA,5
SNDMOOELA,ALMONDS/ANDOSOL/DAEMONS/DOLMANS/DOLMENS/MASONED/NOODLES/ONLOADS,7
KEIALBTLO,LIKABLE/LOBELIA,7
ESAHWROEN,NOWHERES,8
UELIPGFTI,PITIFUL,7
SOAYRLDXE,LOADERS/ORDEALS/RELOADS,7
AANCHMINA,CAIMAN/CHANNA/HANAMI/MACHAN/MANAIA/MANANA/MANIAC,6
ZAFETISVO,FASTIE/FAVEST/FIESTA/OVATES/SOFTIE/SOVIET/STEVIA,6
GWEONTIER,TOWERING,8
NREECUDMC,CERUMEN,7
SMOULEHZE,HOLMES/MOHELS/OUZELS,6
QLPGIOANT,ANTILOG/GALIPOT/PLATING,7
EPOENDTCS,PENTODES/POTENCES,8
OAMNVEIMU,ANOMIE/IMMUNE/OMNIUM,6
HBAASRTES,BASHERTS/BRASHEST,8
AOCNEYICI,COCAINE/OCEANIC,7
DORLNORAE,ADORNER/LADRONE/LARDOON,7
ELEKITTLK,KETTLE/KITTLE/LIKKLE/LITTLE,6
RPUDOTGES,GROUPSET/POSTURED/PROUDEST/SPROUTED,8
FUCEOOPSI,COPIOUS,7
LSSMUATZI,AUTISM/LITMUS/MIAULS/MISSAL/SALMIS/SALTUS/SALUMI/SIMULS/SLUITS,6
RLARETIOG,GLOATER/GOATIER/LEGATOR/REALTOR/RELATOR/RETIRAL/RETRIAL/TRAILER,7
DSGDVTUIE,DUGITES/STUDIED,7
IPAERUARS,PAREIRA/PARRIES/PARURES/PRAISER/RAPIERS/RASPIER/REPAIRS/SPIRAEA/UPRAISE/UPREARS,7
ITIESBYEG,BEIGEST/BIGEYES,7
OLOWBAVIO,BOOAI/OVOLI/OVOLO/VIOLA/VOBLA/VOILA,5
HCEAIENRP,ENCIPHER/PEACHIER,8
UTTTAFXHA,ATTA/AUTH/FAUX/HAAF/HAAT/HAFT/HAUT/TATT/TAUA/TAUT/TAXA/THAT/TUFA/TUFT,4
CESROEJTI,COTERIES/EJECTORS/ESOTERIC/REJOICES,8
REEDNQOSI,DENIERS/DERNIES/ENDORSE/INDORSE/NEREIDS/RESINED/ROSINED,7
UMTFALSEU,AMULETS/FAMULUS/MULETAS/MUTUALS/MUTUELS/MUTULES/SULFATE/UMLAUTS,7
RINYEERIS,EYRIES/RINSER/SEINER/SERINE/SIRREE,6
RAOIEUTJC,EROTICA/OUTRACE,7
NUDOSESCE,SECONDES,8
OSRKTCEAB,BACKREST/BRACKETS/BROCKETS,8
LQAHLAASD,HALALAS,7
RUEGPTIWO,GOUTIER/GROUPIE/OUTGREW/PIROGUE/POUTIER/WIPEOUT,7
ALOGAEYVF,FAVELA/FOVEAL/LAVAGE/LOVAGE/VOYAGE,6
EOTNMESIN,MENTIONS/MONETISE/NOMINEES/SEMITONE,8
UTEIGTRXD,GRITTED/GUTTIER,7
ORSWDUIGA,DAIGOUS/GIAOURS/RAWDOGS,7
EHESONRMN,HORSEMEN,8
VAONSUTBN,BATONS/NANTOS/SANTON/SUNTAN/UNBANS/VAUNTS,6
RITTEOALD,DETRITAL/IDOLATER/TAILORED,8
LITITQBME,LIMBI/LIMIT/LITIE/TITLE,5
OBAENEIRP,PERINEA/PIONEER,7
SPPATEJMI,PASTIME/PEPITAS,7
PLEGNAODI,PALINODE/PLEADING,8
MFAESUDSE,ASSUMED/DEFAMES/DEFUSES/MEDUSAE/MEDUSAS,7
ACBOALROE,ALBACORE,8
MALATFEJP,PALMATE,7
ELDNBVOUI,UNBOILED,8
MIAAHNRIS,MARINAS,7
SMNLSIEIA,ISLESMAN/SALINISE,8
PYRDATBOO,BROODY/BYROAD/DOOBRY/DROOPY/PARODY,6
EUEPEPSSO,ESPOUSE/POSEUSE/SEPPOES/SUPPOSE,7
ARXDARIOT,RADIATOR,8
OEKSELSUN,KEELSONS,8
AGQEAMTGE,GAMETE/GAMGEE/METAGE,6
NVIRURRGI,RIVING/VIRGIN,6
MTGSIBTUE,BUTTIES/GUTTIES,7
NHEHOLUEE,LEONE,5
RISTUMAIB,TIRAMISU,8
ELSNINEPO,PENSIONE,8
ISEDMGTAU,GAUDIEST,8
BMLEECMIR,CLIMBER,7
IELSQAOAN,AEOLIAN,7
TAAODPURE,ADAPTER/ADAPTOR/ADOPTER/READAPT/READOPT/UPRATED,7
IVGUEEOTS,EGOTISE/OUTVIES/VESTIGE/VOGUEST,7
RPDJIFAAI,AFRAID/DIAPIR,6
NIDTEHEAN,THEANINE,8
ASRMAIVRU,MARARIS/SAMURAI,7
EYOSNEPES,PENSEES,7
ONIADPTCR,TORNADIC,8
OCEIMNPDA,COMPANIED/COMPENDIA,9
ITRLIVTFU,FLIRT/FRUIT/VIRTU,5
LDOCONIME,MELODION/MONOCLED,8
EQTDUWNOS,DOWNEST/SNOUTED,7
AILFETEBO,LIFEBOAT,8
KUOEIRZDG,DOZIER/DROGUE/DUIKER/GOURDE/GUIDER/GURKED/ROGUED/ROUGED,6
LCMCOOTIE,COELOMIC,8
OUTRLAKED,DELATOR/LEOTARD/ROULADE/TORULAE,7
GAIVTIANB,AVIATING,8
LSAGIELOU,EULOGIA/GALLOUS/GOALIES/GOLLIES/GULLIES/LIGULAE/LIGULES/LUGSAIL/SEAGULL/SILLAGE/SULLAGE,7
AECEHRROS,RACEHORSE,9
IMPTSEUFQ,FUMIEST/IMPETUS/IMPUTES/PIQUETS,7
UTNMEEKIG,KITENGE/MEETING/TEEMING,7
BCEOOLIPR,BLOOPER/CORBEIL/LOOPIER/POLICER,7
TENIURSSN,RUNNIEST/STUNNERS/SUNNIEST,8
TAOYUIRCD,AUDITORY,8
RSOEDALNT,DELATORS/LADRONES/LEOTARDS/LODESTAR/SOLANDER,8
RLIDSNASE,ISLANDERS,9
TRIRTWACI,IATRIC/TRICAR,6
DYOVORPLE,DEPLOY/DROOPY/LOOPED/LOOPER/OVERDO/OVERLY/PLOVER/POLDER/POODLE/POOLED/POOLER/POORLY/PROVED,6
EMAGMRLBI,BALMIER/GAMBIER/GAMBLER/GAMBREL/GLAMMER/GLIMMER/GRAMMIE/MALIMBE,7
ESAETTIPF,PEATIEST,8
EABKGTHUD,BATHED/BUDGET/GUTKHA/TABUED,6
OIAINPZNS,PANINIS/PANINOS/PINIONS/SAPONIN/ZINNIAS,7
UCSRRADXE,CRUSADER,8
OIQOEMEPM,MIMEO,5
FLSOKOEGT,FOOTLES,7
FIAUYISDR,DYSURIA,7
SEHIITMOP,MEPHITIS/OPTIMISE,8
PESRIVLDO,DISPROVE/PROVIDES/SLIPOVER,8
AIRCTSUTS,CATSUITS/TRICASTS/TURISTAS,8
DUNCGTXAI,DUCTING,7
PERISSOLA,POLARISES,9
ACLQMEWUO,COEQUAL/LEUCOMA,7
PBEETEKOE,TEEPEE,6
NURRJNLAE,UNLEARN,7
TROEIMLTK,MOTLIER/TRIOLET,7
IEULANGTR,GRANULITE,9
POAAMTRUS,PARAMOS/RUMPOTS/TRAUMAS,7
LERTAGOEM,TELEGRAM,8
IYSREPCEX,EXPIRES/PIECERS/PIERCES/PRECISE/PREXIES/PYREXIC/RECIPES,7
LAQOSSEIU,SEQUOIAS,8
ESESOEARN,REASONS/SERENES,7
MDAUDJATF,DATUM,5
NIOVODPAT,ADOPTION,8
ATRHERSNU,HAUNTERS/UNEARTHS/URETHRAS,8
IAEOSDMGR,IDEOGRAMS,9
ESREEOTCN,CENOTES/CENTRES/CORNETS/CRETONS/ENCORES/ENTREES/NECROSE/RETCONS/SECRETE/TENRECS,7
GTPTDOELA,GLOATED/PLATTED/PLOTTED/POTTAGE/TADPOLE/TOADLET,7
SRBAVIUBO,SAVIOUR/VARIOUS,7
ADSLGEJOE,DAGOES/DOSAGE/EAGLED/EAGLES/ELODEA/GAOLED/GEODES/GLADES/JALEOS/LEASED/LEDGES/LODGES/SEALED/SLEDGE,6
ZOMESBONO,BONZES/BOOZES/SNOOZE,6
BCAKASEIT,AKEBIAS/BACKIES/SETBACK/TACKIES,7
ESDITFOPU,POUFIEST,8
WEEANTMRX,WATERMEN,8
NDTRCUISU,INCRUST/INDUCTS,7
ERTRSUOCS,COURSERS/CRUSTOSE/SCOURERS/SCOUTERS/TROUSERS,8
IBZNDLEOE,EBONIZED/OBELIZED,8
OMITRGEES,ERGOTISM/GERMIEST/TIRESOME,8
DOKSAIMED,DESMOID/DIADEMS/KIDDOES/MIKADOS,7
UPNJLVIEN,PINNULE/VULPINE,7
RCIATADIE,RADIATE/TRIADIC,7
LLEDAOEWG,ALLEGED/ALLOWED,7
ATEQUNBTA,BANQUET,7
INMOAPHBO,BHOONA/BONHAM/BOOHAI/MOPANI/OOMPAH/PHOBIA,6
SNRCMXIOE,EXORCISM/INCOMERS/SERMONIC,8
ISTNHOAVE,ATONIES/EVANISH/EVASION/HISTONE/NATIVES/NOVATES/VAINEST,7
EAALBNFVC,BALANCE/VALANCE,7
RGOETNCAI,RECOATING,9
OGHDETMUS,GHOSTED/GUMSHOE/METHODS/MOUTHED/MUGSHOT/SHOUTED/SOUGHED/SOUTHED/TOUGHED,7
TEORCWETA,COATEE/COTTAR/COTTER/CREATE/ECARTE/ECORAT/OCREAE/RECOAT/ROTATE/TACTOR/TERCET/WETTER,6
EORDAMETN,MENTORED/MODERATE/NEMATODE,8
SLPOREFPA,FLAPPERS/FLOPPERS/PROLAPSE,8
TPIOMSREU,IMPOSTURE,9
ODIUYISSR,DROSSY,6
DKELAEXTI,EXALTED,7
ETOWMLFII,MOTILE,6
UIEHBALNP,BIPLANE,7
SUOPRAKLT,POSTURAL/PULSATOR,8
ITNGLVESO,NOVELIST,8
MSOOCUWAF,FAMOUS/MUCOSA,6
RRDICEAAE,CARRIED/DECRIER/READIER,7
PEULSNPOX,UPSLOPE,7
ENDHEGGIE,HEDGING/HEEDING/NEIGHED,7
TNOQRTAAI,TARIQAT,7
EUAFUDFMY,MUFFED,6
ETHGMEOKF,EMOTE/GOETH/METHO/THEME,5
CEITRENAT,CERATITE/CREATINE/INCREATE/INTERACT/RETICENT,8
EIMNAOBSC,COMBINES,8
LQIADDEFI,LADIFIED,8
OORCDWEMU,DECORUM,7
EEARNEOSJ,RANEES/REASON/SERENE,6
SMEATDOOP,DAMPEST/POMADES/STAMPED/STOMPED/STOOPED,7
ENALTIVET,VENTILATE,9
EUSGAHLRI,HAULIERS/LAUGHERS,8
AISAOCANN,ANIONS/CANNAS/CANONS/CASINO,6
EGIKACRMN,AMERCING/CREAKING/CREAMING/REMAKING,8
UTORERDCU,COURTED/COUTURE/DOUCEUR,7
AGETWBEIN,WINGBEAT,8
PDHTNEAEF,HEPTANE/NETHEAD,7
MNURIGOSR,MOUSING/RIGOURS/ROUSING/SOURING,7
MOEADRUAY,DAYMARE,7
BRDELCAIA,ALDICARB/CALIBRED,8
SJOSPNENA,ASPENS/ONSENS/PAEONS/PASEOS/SEASON/SENNAS,6
IILIEMTFN,FINITE/LINTIE,6
IENDOPESL,DEPONES/DESPOIL/DIPOLES/DOLINES/ENISLED/ENSILED/EPISODE/EPSILON/LINSEED/OILSEED/PENSILE/PEONIES/SPIELED/SPINDLE/SPLINED/SPOILED/SPONDEE,7
ROENITLTE,ENTITLE/LORETTE/NOTELET/RETINOL/RETITLE/TERNLET/TRIOLET/TRITONE,7
OEAROTMYD,MODERATO,8
EAVKDGUSS,DEGAUSS,7
AIOATSEMG,AMOSITE/ATOMIES/ATOMISE/EGOTISM/GAMIEST/SIGMATE,7
XENHALDMU,HANDLE/HAULED/HUMANE/MAULED/NUMDAH/UNLADE/UNMADE,6
RCOEDSRAE,RESCORED,8
IMOTACRLE,LORICATE/METRICAL,8
RAAAUPERT,RAPTURE,7
IOOLCFNSA,FALCONS/FLACONS/FOLACIN/OILCANS,7
DUSEIGOWT,WIDEOUTS,8
EMSAJNEBI,BASEMEN/BASENJI/BEANIES/JASMINE/MEANIES/NEMESIA,7
ARPEEUWSF,PERFUSE,7
UONCEGCDN,CONDUCE/DUNGEON,7
YZAHUSERT,ESTUARY,7
PEGMOTSID,PODGIEST,8
VOERAXINL,OVERLAIN,8
ARSITATEF,AETATIS/ARTIEST/ARTISTE/ATRESIA/ATTIRES/FAIREST/FATTIER/FATTIES/FITTERS/RATITES/SATIATE/STRIATA/STRIATE/TASTIER/TITFERS,7
OKCOSMERI,OCKERISM/SICKROOM,8
IELTCOBET,BOLETE/BOTTLE/CITOLE/OBTECT/TOILET,6
OENARALAQ,AREOLA/LOANER,6
MCYFSIGOO,FOGYISM,7
TDAEEAPAM,TAMPED/TEAMED/TEMPED,6
NLASEEIYT,ELASTIN/ENTAILS/LATEENS/LEANEST/LENITES/LISENTE/NASTILY/SAINTLY/SALIENT/SALTINE/SLAINTE/SYENITE/TENSELY/TENSILE,7
DENPTUUHI,DUNITE/HINTED/HUNTED/PITHED/PUNDIT/PUNTED/UNIPED/UNITED/UNTIED,6
SLEBAOSUV,ABSOLVES,8
EKFTAMRED,MARKETED,8
RQERIRETU,REQUIRER,8
BESANOLIF,LOBEFINS,8
NRDIAUWME,UNWARMED,8
ROICSOEDL,SCLEROID,8
OPIWTEHSA,APESHIT/ATOPIES/OPIATES,7
DUTSOBIRA,AUDITORS,8
UMILTAQRD,ATRIUM/DIQUAT/MITRAL/RADIUM/RITUAL,6
GATDEEFEK,DEFEAT/GEEKED,6
LAICCNNOT,ALTCOIN/CANNOLI/CANONIC/CONICAL/CONTAIN/LACONIC,7
ARIMLJIPL,IMPAIR/PILLAR/PRIMAL,6
GINASSOME,AGONISES/AGONISMS/GAMINESS,8
IERPARIEN,PERINEA/PRAIRIE/RAINIER,7
ETFSUOOVN,FESTOON,7
MRIEENAYB,BEAMIER/BEANERY/BREYANI,7
ORDREAROS,ADORERS/DROSERA/ROARERS,7
ILAEVESHB,BAILEES/BEHAVES/HAVELIS/HEAVIES,7
HNIIORQAR,NORIA/RHINO,5
AZREUMILT,LAZURITE,8
NDTTIOEAK,ANTIDOTE/TETANOID,8
NBWIMESUP,BUSMEN/IMBUES/NIMBUS/PUISNE/PUNIMS/SUBMEN/SUPINE/UMPIES/UNWISE,6
OECAGAPAL,ALPACA/GELCAP/PALACE,6
OEOBFSIST,BOOFIEST/FOOTSIES,8
EDUNMDDEO,DEDENDUM,8
PERODFASD,DEODARS/FEDORAS/FODDERS,7
THDAAEENR,ADHERENT/HATERADE,8
ODKMLESRI,IRKSOME/KELOIDS/MIDSOLE/MILKERS/MILORDS/RODLIKE/SKIRLED/SMIRKED/SMOKIER/SOLDIER/SOLIDER,7
AUOEETSHP,PHASEOUT/TAPHOUSE/TEAHOUSE,8
OAGRSOCEZ,CARGOES/CORSAGE,7
PIEARTDWE,DEWATER/DIPTERA/PARTIED/PEATIER/PIRATED/PREDATE/TAPERED/TARWEED/WATERED/WEARIED/WIRETAP,7
EADTCORVI,CAVORTED/DEVIATOR,8
LFNTAESME,SELFMATE/TALESMEN,8
XUSIADTIF,AUDITS/FIXITS,6
OOMPCAORT,COATROOM,8
IEYMARUCD,MEDIACY/URAEMIC,7
ACITRLUIE,RETICULA,8
LRLGUAVES,ALLURES/GRAVELS/LAURELS/SEAGULL/SEVRUGA/SULLAGE/VALUERS/VERGLAS,7
IWODSANOF,WOODSIA,7
PASOEERRP,PAPERERS/PREPARES/REPAPERS,8
IMEPKSDER,DEMIREPS/PREMISED/SIMPERED,8
BINEDURAT,INDURATE/TURBANED/URBANITE/URINATED,8
ZTSACEGRO,ESCARGOT,8
TGUPEEDON,PENTODE/TONGUED,7
NDONMREAE,MANNERED/REMANNED,8
SOIIHJYAV,AIYOH/HAJIS/HOYAS/SAVOY/SHIVA/SHOJI,5
EMMGIURNA,GERMANIUM,9
ELSHPPIOE,HOSEPIPE,8
ORBNAQRAA,RABONA,6
LNITADSFE,DEINSTAL/INFLATED/INFLATES/LANDTIES,8
DOKALCSOI,ODALISK/SKALDIC,7
TDOEEEZNO,DENOTE,6
SEGASONDT,DANGEST/DONATES/DOSAGES/DOTAGES/ONSTAGE/TANGOED/TANGOES,7
AURCYIIIR,AURIC/CARRY/CIRRI/CRURA/CURRY,5
WERTOSUGA,OUTRAGES/OUTWEARS,8
ETVHEASON,HEAVENS/NOVATES/SEVENTH,7
APIUGRJAH,PIRAGUA,7
OETDUGESE,EGESTED/GUESTED,7
SSEMBIYEA,EMBASSY,7
ODRGGAOSC,AGOGOS/CARGOS/DOGGOS/DOOSRA/DROOGS/GORDOS,6
EOLIMTEVB,EMOTIVE,7
IETERNBSP,BESPRENT/SPREITEN,8
EIUDADCBZ,DECIDUA,7
UHSIAMRTE,MURIATES/THESAURI,8
XTUARIODF,AUDITOR,7
MEOLUERNL,RELLENO,7
NRIEPOSER,ISOPRENE/PIONEERS/PRISONER,8
TAOBIRIUN,RAINOUT/ROBINIA,7
EFEROGDUR,REFORGED,8
DLOSTUAMA,ADULTS/ALMOST/AMADOU/AMATOL/DOLMAS/DOLMUS/DOULAS/LOADSA/MODALS/MOULDS/MOULTS/STOMAL/ULAMAS,6
DTIAEOEKD,IDEATED/TOADIED,7
UVRIENLBA,UNVIABLE,8
RDLAUEORG,REGULAR/ROULADE/RUDERAL,7
DSPGLTOAE,TADPOLES,8
IIQSSEBBC,IBISES,6
MHTSOATEA,HAEMOSTAT,9
AEDCETURP,CAPTURED/CARPETED/DEPURATE/PERACUTE,8
JAEMTUCSU,ACUTES/CUESTA/JETSAM/MEATUS/MUSCAT/SCUTUM,6
TEICDALSD,CITADELS/DIALECTS,8
SENRALRTE,LEARNERS/RELATERS/RELEARNS/RELEARNT/TERRANES,8
ISBNQMIEO,BIOMES/IONISE/MONIES,6
UAMTFSPEN,PUTAMENS/SPUMANTE,8
HKILVOUCI,CHOIL/CHOLI/CIVIL/HIKOI/HOICK/OCULI/VOUCH,5
IDAOWSXEC,OXIDASE,7
INIFSANRI,FIRNIS/RAISIN,6
REOESHNRA,NEARSHORE,9
EROMUYLAS,AMYLOSE/ELUSORY/MARLEYS/MAULERS/MORULAE,7
JTDIREASP,TRAIPSED,8
CANOLHTUE,EULACHON/UNCLOTHE,8
MFDTAAORN,DORMANT/FORMANT/MADRONA/MANDORA/MATADOR/MORDANT/ROADMAN,7
EGRCKISSO,CORKIES,7
